115	Dry Curried Beans	Beans Poriyal	If using desiccated coconut, soak in warm water to cover 1 hour and drain well in a sieve.@newline@Heat oil in a 3-quart heavy saucepan over moderate heat until hot but not smoking, then cook mustard seeds, cumin, dals, asafetida, chile, and curry leaves, stirring occasionally, until mustard seeds begin to pop. Stir in beans, water, and salt to taste and simmer, covered, until beans are just tender and most of water is evaporated, 6 to 8 minutes. Stir in coconut.@newline@
116	Crunchy Vegetable and Brown Rice Salad		Fill a 2-quart saucepan three fourths full with salted water and bring to a boil. Add rice and boil, uncovered, stirring occasionally, until al dente, about 25 minutes. Drain rice in a colander and rinse under cold running water until cool. Drain rice well.@newline@While rice is cooking, cut zucchini, celery, carrot, and bell pepper into 1/4-inch dice. Remove tough stems from arugula and chop leaves. Chop scallions.@newline@Have ready a bowl of ice and cold water. In a saucepan of boiling salted water blanch zucchini, celery, carrot, and bell pepper 1 minute. Drain vegetables in a sieve and transfer to ice water to stop cooking. Drain vegetables well.@newline@
117	Greek Salad Pita Sandwiches		Whisk first 4 ingredients in large bowl to blend. Add next 4 ingredients and toss to combine. Season salad with salt and pepper. Carefully open pita breads at cut end. Fill each with salad and serve.@newline@
118	Chocolate, Almond, and Dried Cranberry Biscotti		Position 1 rack in top third and 1 rack in bottom third of oven; preheat to 350F. Line 2 baking sheets with parchment paper. Sift first 5 ingredients into large bowl. Whisk eggs and vanilla in medium bowl to blend. Using electric mixer, beat eggs and melted butter into dry ingredients. Stir in cranberries and almonds.@newline@Turn dough out onto floured surface. Using floured hands, divide dough into 3 equal pieces. Shape each into 8x2x3/4-inch log. Place 2 logs on 1 baking sheet, spacing evenly, and 1 log on second sheet.@newline@Bake logs 12 minutes. Reverse position of baking sheets. Bake logs until firm and dry to touch, about 12 minutes longer. Remove from oven. Reduce oven temperature to 325F.@newline@Transfer logs to work surface. Using serrated knife, cut hot logs diagonally into 1/2-inch-thick slices. Place slices, cut side down, on same baking sheets. Bake biscotti until dry and slightly darker, about 10 minutes. Transfer to racks; cool.@newline@If desired, stir white chocolate in bowl set over saucepan of barely simmering water until smooth. Remove from over water. Dip biscotti 1 at a time into chocolate, holding cookie at angle and coating 1 inch of each. Return to same baking sheets. Chill until chocolate is set, about 20 minutes. (Can be made 3 days ahead. Arrange between sheets of waxed paper in airtight containers; store at room temperature.)@newline@
119	Roasted Salmon with Red Pepper and Corn Relish	Roasting is probably the easiest way to prepare salmon for a crowd; it requires minimal attention and ensures an effortlessly elegant presentation. What to drink: More Champagne or a fruity red, such as a young Rioja or a Sangiovese.	Toast coriander seeds in small skillet over medium heat until aromatic, stirring frequently, about 2 minutes. Cool slightly. Crush in mortar with pestle.@newline@
120	Morels in Cream on Brioche (Morilles  la Crme)		Heat cream in a small saucepan until hot.@newline@Heat butter in a 12-inch heavy skillet over moderately high heat until foam subsides, then saut morels, stirring frequently, until golden, 6 to 8 minutes. Sprinkle in flour and cook, stirring, 1 minute. Stir in hot cream and reduce heat to low. Gently simmer, covered, stirring once, until morels are tender, 10 to 15 minutes. Season with salt and white pepper.@newline@Arrange 5 toasts on each of 4 plates and spoon morels and sauce on top. Serve immediately.@newline@
121	Corn Fritters with Arugula and Warm Tomato Salad	We found that using finely stone-ground cornmeal yielded a denser, slightly heavier fritter than regular stone-ground cornmeal. Though both tasted the same, we preferred the texture of the fritter made with regular cornmeal.	Prepare tomatoes: Cook white and pale green scallions in oil in a 10- to 12-inch nonstick skillet over moderate heat, stirring, until softened, 1 to 2 minutes. Add tomatoes, salt, and pepper and cook, stirring, until tomatoes begin to soften, 3 to 5 minutes. Remove from heat and stir in scallion greens. Transfer to a bowl and cool to warm.@newline@
122	Santa Fe Pizza	Use leftover roast chicken for this, or buy a cooked chicken at the market. For an extra-special treat, top each baked slice with a dollop of sour cream and sliced avocado.	Position rack in center of oven and preheat to 425F. Place crust on rimless baking sheet. Leaving 3/4-inch plain border, sprinkle 1 cup cheese, chicken strips and cumin over crust. Top with onion, 4 tablespoons corn, 4 tablespoons cilantro, 3/4 cup cheese, jalapeos and 2 tablespoons corn. Bake pizza until crust is crisp and topping is heated through, about 13 minutes. Top with salsa and remaining 2 tablespoons cilantro.@newline@
123	Blackberry Sorbet	Sorbete de Zarzamorap@newline@pBerries are cultivated near the small colonial town of Valle de Bravo, outside Mexico City. Sorbets and ice creams are enormously popular throughout Mexico.	Stir sugar and 1 cup water in small saucepan. Bring to boil over high heat, stirring until sugar dissolves. Boil 1 minute. Transfer syrup to large bowl. Chill until syrup is cold, about 3 hours.@newline@Working in batches, puree blackberries with juices and cold syrup in blender until smooth. Strain into another large bowl; discard seeds. Stir in lemon juice.@newline@Process berry mixture in ice cream maker according to manufacturer's instructions. Transfer sorbet to container; cover and freeze until firm, about 6 hours. (Can be made 1 week ahead. Keep frozen.)@newline@Using large spoon, scoop out flesh from watermelon, leaving rind intact and forming bowl (reserve melon for another use or serve alongside sorbet, if desired). Drain excess juice from watermelon bowl. Cover and chill watermelon bowl until cold.@newline@Scoop sorbet into watermelon bowl. Garnish with fresh blackberries.@newline@
124	Chicken Legs with Achiote Garlic Sauce	This dish, flavored with achiote seeds, garlic, and spices, is based on chicken ppibilp, from Mexico's Yucatn Peninsula. Traditionally, the chicken is baked in banana leaves, but here we've used collard leaves because they are more readily available. They add moisture and a bit of flavor but do not get tender enough to eat.	Preheat oven to 350F.@newline@Toast seeds, spices, and oregano together in a dry heavy skillet over moderate heat, stirring, until fragrant, 1 to 2 minutes. Cool slightly, then finely grind mixture in grinder.@newline@Mince garlic and mash to a paste with salt using a large heavy knife, then transfer to a large bowl and whisk in ground spices, juices, and oil.@newline@Remove skin and all visible fat from chicken, then add chicken to juice mixture and turn to coat.@newline@Lay foil loosely on top of a 13- by 9-inch baking dish and arrange collard leaves, overlapping, to create a 14-inch round in center of foil. Press foil and leaves loosely into dish to form a well, then mound chicken with sauce in well and fold collards over chicken to enclose. Wrap collard package snugly in foil, crimping edges to seal completely.@newline@Transfer foil package from baking dish directly to rack in middle of oven and bake until chicken is cooked through, 1 to 1 1/4 hours.@newline@Transfer foil package to a serving dish, then open foil. (If desired, carefully pull out foil from under collard package.) Open collards and serve chicken with rice and pickled onions.@newline@
125	Bulgur Stuffing with Brussels Sprouts and Dried Mushrooms		In a bowl pour boiling water over mushrooms and soak 30 minutes. In a 4-quart saucepan saut onion in 2 tablespoons butter over moderately high heat, stirring, until softened. Add broth and bring to a simmer. Stir in bulgur and simmer, uncovered, stirring occasionally, 8 minutes.@newline@Trim and quarter Brussels sprouts. In a large non-stick skillet heat remaining 6 tablespoons butter over moderately high heat until foam subsides and saut Brussels sprouts, stirring occasionally, until tender, about 10 minutes.@newline@Remove mushrooms from water, squeezing out excess liquid, and reserve soaking liquid. Rinse mushrooms to remove any grit and coarsely chop. Line a sieve set over a bowl with a dampened paper towel or coffee filter and strain reserved soaking liquid into bowl. Chop parsley.@newline@In a large bowl toss together bulgur mixture, Brussels sprouts, mushrooms, 1/2 cup strained soaking liquid, parsley, and salt and pepper to taste and cool completely. Stuffing may be made up to this point 1 day ahead and chilled, covered. Bring stuffing to room temperature before proceeding.@newline@
126	Pumpkin Cannelloni with Clams and Sage Brown Butter		Make filling and form cannelloni: Heat butter in a 12-inch heavy skillet over moderately high heat until foam subsides, then saut squash and fennel with salt and pepper, stirring occasionally, until golden, about 4 minutes. Add shallot and water and simmer, covered, until vegetables are tender, about 10 minutes. Cool vegetables, then pure in a food processor until smooth and season with salt and pepper.@newline@Preheat oven to 400F.@newline@Cook pasta sheets in a 4- to 6-quart pot of boiling salted water until al dente, 1 to 2 minutes, then immediately transfer with a slotted spoon to a bowl of ice and cold water to cool. Drain well, then pat sheets dry on paper towels and arrange in 1 layer in a well-oiled large shallow baking pan. Spoon 1/4 cup filling along 1 short end of a rectangle, then roll up filling in pasta. Make 3 more rolls in same manner and arrange, seam sides down, in baking pan. Drizzle cannelloni with oil.@newline@
127	Poached Eggs with Roasted Tomatoes and Portabellas	Using the freshest eggs possible is the key to great poached eggs. This dish makes a savory breakfast or, when paired with a salad, a satisfying brunch.	Preheat broiler.@newline@Brush mushrooms and tomatoes with oil and sprinkle with salt and pepper. Arrange mushrooms, stemmed sides down, and tomato halves, cut sides up, on a broiler pan.@newline@Broil vegetables about 6 inches from heat, turning over mushrooms halfway through cooking, until tender and tomatoes are slightly charred, about 7 minutes total. (Leave broiler on.)@newline@While vegetables are broiling, fill a deep 10-inch skillet with 1 1/4 inches cold water. Add white vinegar and bring to a simmer.@newline@Break 1 egg into a cup, then slide egg into simmering water. Repeat with remaining eggs, spacing them in skillet, and poach at a bare simmer until whites are firm but yolks are still runny, 2 to 3 minutes.@newline@Gently transfer eggs with a slotted spoon to paper towels to drain and season with salt and pepper.@newline@Sprinkle stemmed sides of mushrooms with balsamic vinegar, then put 1 tomato half, cut side up, on each mushroom and top with an egg. Cover eggs with cheese slices and broil until cheese is just melted, about 1 minute. Sprinkle with chives and serve immediately.@newline@
